text,class,source,category
তোর সুন্দরী বউ এখন আমার Where is the parachute? I thought you said pair of shoes.,Adult,Facebook,Unsafe
"তুই যদি next  টাইম আমাকে কল দেস তোর  আব্বা দুইডা তুই যদি next  টাইম আমার ফোন না ধরস ঠিক আছে, তোর মা দুইডা  সোনা! আবার সোনা সোনা দুচাও মাদার'টোষ্ট আমার মুখ ছুটাইবা না তুমি কিন্তু জানো আমি সব ধরনের স্ল্যাং ইউজ করতে পারি আমি তোমার বাবু আমি তোমার বাবু না? তুমি আমার শা'ও'য়া তুমি আমার শা'ও'য়া THE BOYS",Adult,Facebook,Unsafe
Girls with love<<,Safe,Facebook,Safe
WAIT FOR THE END,Safe,Facebook,Safe
খাইলেই শান্তি বাংলা পানির পাওয়ার মাল খাবি মানুষ হবি আরো খা শুকনা,Harmful,Facebook,Unsafe
"চলে যাচ্ছি, এসি ছাড়া মানুষের সাথে আমি সংসার করি না।",Safe,Facebook,Safe
বৃষ্টির রাতে ভাগ্যিস টোকা দিয়ে যায়নি,Harmful,Facebook,Unsafe
Wait For End আচ্ছা কোন সিনেমার গাম শুনাবেন আপনি? আমি আপনার সিনেমার নামটা এই মুহূর্তে মনে পড়তাছে না নিঃশ্বাস তুমি আমার জানের দুনিয়ায় প্রিয়া আমার প্রিয়া আচ্ছা ঠিক আসে বলেন আউজুবিল্লাহি মিনায-শাইতন্নির রাজিম বিসমিল্লাহির রহমানির রহিম,Safe,Facebook,Safe
আজকে কালো বলে এত অপমান পান্তা-ইলিশ,Safe,Facebook,Safe
"কাকি কাকায় কই? ক্যা??? কাকায় কো? এডা কতা আছে যে.. কি কতা কো আমার দারে.. হাছা কি কতা আমাড্ডে কো? কুকুকুকুকুক...এই কতা এই এক্কেবারে এই সমস্ত ফাইজলামি কর কে জানোয়ার কুকুকুকুকুক এইইই কাকি কুকুকুকুকুক এই কাকু কাকি এই এই বেডা এইই কুকুকুক পিসার বারির চোডে কুকুকুক কুকুকুক বাইর কইরা দিমু আরে কাকি কুকুকুকুক এইইইইই মা মাগো মাগো... তোর মায়েরে যাইয়া দে তো আমনের আম্নের.. খানকিরবাচ্চা তোর মায়ের ফুডাডার মইদ্দে যাইয়া দিয়া দে আমনে আহারে এতো দেয়... কুকুকুকুক কিসের কুক আয়??? কুক?????... খানকির বাচ্চা আম্নের আম্নের ছোট মেয়ে কুকুক কিহ??????? মেয়ে কুকুক!!! কুহক???? কুক তু তুই আর কত খুন সয্য হর কতদুর সয্যনহরমু কন? তুই আর কতখুন সয্য কর, তোর কুক কোনহানে তারাবারি তারাবারি তারাবারি তুই এহোন? হ্যোয় এই তুই খারা মুই আই কোনহানে??? আয়??? কই কোন, কি পইরা আইবেন আমি তো গোডায়নের সামনে... কুক তুই গো..গোডায়নের সামনে? হ্যোয়...কুকুক তুই দেহি এই কইলি তারাবারি এহ্ন গোডায়নের সামনে গেলি কেমনে? আই এই তারা...গোডাউনের সামনে যামু কাম আছে...কুক তোর কুক দাও কা হেইয়া একটু কও দেহি কুহুহুহুহুহুহুহুহু আয় খানকির বাচ্চা কুক এই খানকির বাচ্চা তয় কুক দেও কা হেইয়া কো এ খানকির বাচ্চা তয় দেলে সামেস্যা একটু দেয় মাইন্সে দেই কুক ক্যা দিবি ক্যা তুই? আমনে বোরখার মইদ্দে আইবেন হেয়লেও কুক.... কুকুকুক হ্যায়? আর ভাজা ভাজা কইরা হালামু এক্কেবারে ফিনিশ কইরা হালামু এক্কেবারে কুকুকুক তুই আমারে চেনো এ খানকির বাচ্চা? তুই আমারে চেনো? কেম্নে চিনমু? আম্নে যে কোন এতো মাইনসে চেনে? কুক আয়? তুই কুক দেও তোর মায়েরে চেনে এ খানকির বাচ্চা কোন ডেরেস পরবেন আম্নে হেই ডেরেসে খারায় থাকমু কুকুক তুই কোনহান থাকবি হেইয়া কোমু? হ্যোয় তুই তারাবারি আয় হ্যোয় তারাবারি আই তাইলে। রিকশা পাইলে আইয়া পোরমুহানে..কুক হ্যোয় তুই রিকশা ভাড়া দিয়া তারাবারি আয় কুকুক আইযগা তোরে পুলিশের হাতে ধরায় দিমুই দিমু আমি কুকুক দিমুই দিমু কুক তোর কুক ছুডাই দিমু আরে টাহা নাই মোবাইলে কুক বেক করেন পারলে কুক ক্যা বেক করমু ক্যা? এ খানকির বাচ্চা কাকারে দেন কাকারে দেন কুকুকুক কাকারে দিমু ক্যা? কাকা তোর বেয়াই লাগে? হ্যো মোর বেয়াই মোর বেয়াই লাগে কুক কাক্কু হেইতব্বা কাকু...কাক্কু কুক কাকিও কুক হারামির পুত",Adult,Facebook,Unsafe
ফুল ভিডিও দেখতে হলে ফলো করুন পক পক ফুটো,Adult,Facebook,Unsafe
4,Safe,Facebook,Safe
একটা মেয়ে যুবতী হওয়ার পর...প্রায়ই শারীরিক উত্তেজনায় ভোগে তখন মেয়েরা পুরুষের স্পর্শ চায়,Adult,Facebook,Unsafe
দুধু দেখা যায় দুধু দেখা যায়,Adult,Facebook,Unsafe
4,Safe,Facebook,Safe
"কাকে দুই বার ডাক দিলে নারী থেকে পুরুষ হয়ে যায়, জানি কেউ পারেন না",Safe,Facebook,Safe
"Cy66oTa, 10 aBryCTa 20:51",Safe,Facebook,Safe
ইমোশনাল করে এটা কি করলো,Safe,Facebook,Safe
This Song সন্ধ্যাবেলা বেগুন ক্ষেতে...! করতে গেলাম চুরি..! বেগুন ওয়ালা ওমনি আমার..!হাতটা নিল ধরি..! ধইরা নিয়া ভইরা দিল..!Like and Follow ধইরা নিয়া ভইরা দিল..! বেগুন আমার থলিতে..! আর যাবো না বেগুন তুলিতে..! ও লো লোলিতে..! আর যাবো না বেগুন তুলিতে..!,Safe,Facebook,Safe
আমি দেশের কাছেই আছি যাতে চট করে ঢুকে যেতে পারি Whole Bangladesh:,Safe,Facebook,Safe
এমন ভাবে নাচন কোদন যেনো তার বাড়ির উঠোন টাকা তুমি ধন্য মেয়েরা রাস্তায় নেমেছে তোমাকে পাওয়ার জন্য,Adult,Facebook,Unsafe
মেয়ে তো দেখছি হিটলারি বুদ্ধিতে ওস্তাদ বয়স্ক পিচ্চি চিপ্স কিনে দিবা না মানে এটা কার বাচ্চা রে,Safe,Facebook,Safe
MunMum Islam,Safe,Facebook,Safe
"এটা কার ছেলে হতে পারে, আহ সোনা গো আমার খেলার স্বাদ মিটছে এবার",Safe,Facebook,Safe
Pov:- বন্ধুগন চল আমরাও করে আসি...,Safe,Facebook,Safe
ছেলেদের বন্ধুত্ব সত্যি অনেক গভীর,Safe,Facebook,Safe
বন্ধুর পুছ পুছ বিড়াল,Adult,Facebook,Unsafe
ছেলেটার আজ আর বাড়ী যাওয়া হল না ময়মনসিংহ,Safe,Facebook,Safe
JAHANGIRNAGAR UNIVERSITY,Safe,Facebook,Safe
তাই বলে এভাবে সব বিলিয়ে দিব্বা বিয়ের জ্বালা (পেইজ),Safe,Facebook,Safe
টেকনাফের ছেলেরা সারা দাও।,Safe,Facebook,Safe
জেলায় মেয়ের আতিকুলের একক সঙ্গীতানুষ্ঠানের আয়োজন,Safe,Facebook,Safe
বাসায় একটা ফ্যান,Safe,Facebook,Safe
দুনিয়ার বুকে তার লাস্ট খাবার ছিলো বড় ভাই খাবার কেমন ছিলো সবাই হয়তো ভুলেও গেছে থাকে,Harmful,Facebook,Unsafe
La: বন্ধ যখন বন্ধুর দ্বারা একটাও প্রেম হয় না Maya,Adult,Facebook,Unsafe
"BHAI BHAI! Aktu waiter ke, DAK DEN NAH:) Cabin Crew bhai... Cabin Crew bhai-_-EXCUSE ME? I think he needs, SOME HELP. YES SIR How can I help you? Do you have ummm? AY MIYA!! JAAN MIYA! I think he is asking, for some alchohol.",Safe,Facebook,Safe
পাখিটা উড়ে কাজটা ঠিক করেনি এটা কার বাচ্চা৷ রে ভাই,Safe,Facebook,Safe
এই মা এসে গেছে,Safe,Facebook,Safe
ঠাকুমার সাথে এটা কি হলো,Adult,Facebook,Unsafe
Train Update Bangladesh খালি ট্রেনটি গেলেই হল,Safe,Facebook,Safe
"""সামান্য ১টি কলার দাম৷ ৭৫ কোটি টাকা...!!""MAURIZIO CATTELAN COMEDIAN WALTON",Safe,Facebook,Safe
Choto Belay Baba Amare School Niya Jaito Ami jaitam Koyekdin Jaoyar Por Jiggesh Korlam BABA Sob Bondhu Bandhob ER Sahthe Maa Ashe Kintu Tumi Amake Niya Asho Keno? MAA Niya Ashte Pare Ora Maa Niya Ashe Bolei To Ami Ashi Ekbar Hotat Baba Amake bollo je  Eiiii Tor School Er Madam Amare Chiti Pathaiche Ami Bollam Baba Tentiom Koito Na Tumj Chalay Jao Ami MAA Ke bolno Na Ami Choto Bela Thekei BABAr Kotha Suntam Na Babar  Khub Essa Chilo Chele Boro Hoye Doctor Hobe Protidin Hospital E Jabe Manush Joner Sheba Korbe Ami Ekta Kotha Rakhchi Protidin Hospital E Jai Nijer Chikitsha Korte Amar Option Chilo Duita Hoy Doctor Hoibi Na Hoy Rogi Hoibi Ami Rogi Hoichi Vai Easiest Way KintuAmar Baba Khushi Na Karon Se Chotobelay Amake Bolche Baba Tui Emon Koni Kaj Korish Na Jeno Manush Tore Deikha Hashe,Safe,Facebook,Safe
MunMum Islam,Safe,Facebook,Safe
কি করতে কি হয়ে গেল,Adult,Facebook,Unsafe
আমি এমনকি বিয়েও করিনি আমাকে কেউ  বিয়ে করতে দেয়নি কারন আমি মিছিল করি মিটিং করি ওনি যদি আমাকে নমিনেশন না দেয় তা আমার এই আফসোস নিয়ে আমি বঙ্গবন্ধুর কাছে বেহেশতে যাইয়ে নালিশ করমু Soytan:,Safe,Facebook,Safe
লাগা দৌড় আর চালাবি প্লেনের মতো উড়ে উড়ে,Harmful,Facebook,Unsafe
বন্ধু যখন বাথরুমে যায় nura,Adult,Facebook,Unsafe
Love You,Adult,Facebook,Unsafe
The Talking Bro,Safe,Facebook,Safe
নিজের ফাদে নিজেই পড়লো Nura  বারা কার্টুল,Harmful,Facebook,Unsafe
পাদের ভালোবাসা,Adult,Facebook,Unsafe
ইংরেজিতে যেভাবে ঝগড়া করবেন,Safe,Facebook,Safe
Me: when my Mom is sleeping My Mom: when I'm sleeping,Safe,Facebook,Safe
কতটা ভালোবাসলে এভাবে বলা যায়,Safe,Facebook,Safe
খুব জোরে পায়খানা ধরলে রাতে আর ভুতের ভয় না করে মানুষ যেভাবে দৌড় দেয়,Harmful,Facebook,Unsafe
বন্যার পানিতে ভেসে আসা জলহস্তী আগুন,Adult,Facebook,Unsafe
ওরে এইসব লিজেন্ড দের সুর শিখাইলো কে ভাই সুর শুনলেই মনে হয় পাক্কা খেলোয়াড় বয়স্ক পিচ্চি,Safe,Facebook,Safe
The Talking Bro,Adult,Facebook,Unsafe
আজানের সময় কথা বলতে হয় না ভিডিও করতে হয়,Safe,Facebook,Safe
বন্ধকে সান্তনা দিতে এসে nura,Adult,Facebook,Unsafe
Him He,Safe,Facebook,Safe
বই পড়ার সুবিধা,Safe,Facebook,Safe
"Shajalal Kabir বান্ধবীর যেমন ছেলে পছন্দ শোনার পর, সরকারি চাকরি লাগবে, আবার লম্বা ছেলেও লাগবে, সাথে রান্নাও জানতে হবে, তাহলে তুমি কি করবে মনা? সন্ধ্যা ৭টা বাজলেই লাইভে এসে ঘটি নাড়াবি! বান্ধবী  আমি",Safe,Facebook,Safe
মাথা জান্নাতে গেলেই হবে...পুটকি জাহান্নামে যাক,Adult,Facebook,Unsafe
MunMum Islam,Safe,Facebook,Safe
Rir Bhai's দুই বন্ধুর পাদের কম্পিটেশন,Safe,Facebook,Safe
আপনার কোন বন্ধু এমন মেনশন করুন তাকে তুই আর ঠিক হইলি না ভাই,Adult,Facebook,Unsafe
"Shajalal Kabir বান্ধবী: দোস্ত একটা বিষয় হেল্প লাগবে তোর, হেল্প করবি..?আমি: কি বিষয়ে হেল্প লাগবে বল। বান্ধবী: স্বামীর বেতন স্ত্রী পাবে, যত তাড়াতাড়ি সম্ভব আইন বাস্তবায়ন করতে হবে,  এই বিষয়ে তোর একটু হেল্প লাগবে।আমি: তার আগে বল কিভাবে গালি দিলে তুই খুশি হবি। বান্ধবী আমি",Safe,Facebook,Safe
The Talking Bro,Safe,Facebook,Safe
নিজের জিনিস নিজে দেখাই আনন্দ বেশি,Adult,Facebook,Unsafe
বিয়ের আগের পুকি: বিয়ের পরের পুকি:,Safe,Facebook,Safe
:নো টেনশন দোস্ত। আমরা পরীক্ষার আগের রাতে পড়ে পাশ করা পোলাপান।  পরীক্ষার আগের রাতে:,Safe,Facebook,Safe
কি ছোয়া আমাকে দিলে তুমি by সজল সরেন রকি না ও না ৫০,Safe,Facebook,Safe
The Talking Bro,Safe,Facebook,Safe
এতো সাহস ভালো  nura Like Share,Safe,Facebook,Safe
নাসির উদ্দিন রক্স,Adult,Facebook,Unsafe
"ছাগল, এটা কি হল",Harmful,Facebook,Unsafe
আজ কেউ নেই বলে পেপে গুলো বড় হলো না,Adult,Facebook,Unsafe
4,Harmful,Facebook,Unsafe
"ইউরোপীয়ান সঙ্গীতজ্ঞ রিয়াজ ও সুরসম্রাট জয় খা-কে কতটুকু চেনেন? চ্যানেল আই মিউজিক অ্যাওয়ার্ডে সম্মানিত জুরি বোর্ডে স্থান পেয়েছেন ইউরোপীয়ান সঙ্গীতজ্ঞ রিয়াজ ও সুরসম্রাট জয় খা এই দুই সঙ্গীতজ্ঞ সম্পর্কে জেনে নিন কিছু অজানা তথ্য। ১ দুইজনই ১৮৮৩ সালে বিশ্ববিখ্যাত বার্কলে মিউজিক স্কুল থেকে মিউজিকের উপরে ডাবল ডিগ্রি অর্জন করেছেন। ২ কথীত আছে ইউরোপীয়াম সঙ্গীতজ্ঞ রিয়াজ মোঘল আমলে সুর, তাল ও রাগের মাধ্যমে বৃষ্টি নামাতে পারতেন। ৩ ১৭৭২ সালে সুরসম্রাট জয় খার গান টানা ৩৭২ সপ্তাহ বিলবোর্ডে টপ লিস্টে ছিল। ৪ তানসেন শুধু বৃষ্টি নামাতে পারতেন, কিন্তু বৃষ্টি বন্ধ করতে পারতেন না। ইউরোপীয়াম সঙ্গীতজ্ঞ রিয়াজ গান গেয়ে বৃষ্টি বন্ধও করতে পারেন। ৫ ইউরোপীয়াম সঙ্গীতজ্ঞ রিয়াজ ও সুরসম্রাট জয় খা ১৫১২ সালে যৌথভাবে মিউজিকের অস্কার অর্জন করেছেন।",Safe,Facebook,Safe
how many times in a day you think 'পড়ালেখার গুষ্টি কিলাই।' Me: Quite a few times...a 50 times? More...100 times? More...200times? More...500 times? Probably...,Safe,Facebook,Safe
"দৈনিক ইত্তেফাক অবশেষে নির্বাচনের পথে জাপা,মনোনয়ন ফরম বিক্রি আজ থেকে ইত্তেফাক রিপোর্ট প্রকাশ : ২০ নভেম্বর,২০২৩,০৭:০০ দৈনিক ইত্তেফাক মনোনয়ন ফরম বিক্রি শুরু, মহাসচিব বললেন নির্বাচনে যাওয়ার চূড়ান্ত সিদ্ধান্ত নেইনি ইত্তেফাক অনলাইন ডেস্ক প্রকাশ : ২০ নভেম্বর,২০২৩,১৪:০৬",Safe,Facebook,Safe
কারার এ লৌহকপাট কারার এ লৌহকপাট ভোট সব করবে লোপাট! রাতের ভোটার লাইনে দাঁড়ায় সারি সারি ওরে ও তরুণ ঈশান হেলমেট হোক যে নিশান গেস্ট রুমে সব দাঁড়াবে আজ সারি সারি কারার এ লৌহকপাট কারার এ লৌহকপাট টাকা সব সিঙ্গাপুরে নিয়ে ব্যাংক সব লুটে রে টাকা সব সিঙ্গাপুরে নিয়ে ব্যাংক সব লুটে রে বেগমপাড়ায় দিচ্ছে পাড়ি ওই নেতারা  হা হা হা পায় যে হাসি  হা হা হা পায় যে হাসি যে ঋণ রাশি রাশি জমে গেছে শুধাবে কে কারার এ লৌহকপাট কারার এ লৌহকপাট কারার এ লৌহকপাট,Harmful,Facebook,Unsafe
ইতিহাসের প্রথমবারের মতো কম্বলের নিচে গিটার বাজালেন রোমিও। যে গিটার আসলেই বাজে।,Safe,Facebook,Safe
আয়মান সাদিক মুনজেরিন শহীদ,Safe,Facebook,Safe
"প্রথম আলো তরুণদের কর্মসংস্থানে বাংলাদেশকে ৩০ কোটি ডলার দেবে বিশ্বব্যাংক দুর্নীতিবাজ আমলা, রাজনীতিবিদ, বেগমপাড়া, সুইসব্যাঙ্ক এন্ড ৬৯ আদার্স:",Safe,Facebook,Safe
"BBC NEWS বাংলা মার্চ থেকে বিদ্যুতের দাম বাড়ছে, সমন্বয় হবে তেলের দামও গরিব জনগণ",Safe,Facebook,Safe
Boys Mood,Safe,Facebook,Safe
তুই ঘষা দেস কেন তুই চাপ দিবি,Safe,Facebook,Safe
VAI EDER VITORER KONO KISUI THIK NAI BAIRE LIKHA SITTING SERVICE KONO DIN DEKHI NAI KEU BOISHA ACHE DEKHI JE BUSER BAIRE THEKE HELPER DAKTECHE EI VAI VITORE SIT KHALI SIT KHALI SIT KHALI SIT KHALI AMI BAIRE THEKE DEKHTACHI EKTA SIT O KHALI NAI LOK JON DARAYA ACHE TOKHON AMI CHINTA KORLAM AS A HUMAN BEING AMAR KI NIJER CHOKJ TAKE BISSASH KORA UCHIT NAKI OI MANUSH TAKE?? BUT AS A VALO MANUSH AMI OI MANUSH TAKE BISSASH KORCHILAM UITHA DEKHI EKTA SIT O KHALI NAI PORE ORE DHORCHI EEIIIK TUI NA BOLLI SITTING SERVICE SIT TA KOTHAY? VAI APNI SUNTE VUL KORCHEN AMI SIT KHALI BOLI NAI. BOLCHI SIKH KHALI DHOITA KHARAY THAKEN ER POR THEKE AMI BUJHCHI JE MANUSH JON KISU KISU SHOBDO CHANGE KORE DEY NA? JEMOM SHUDIR VAI ETA ATUALLY SHA NA CHA HOUYA UCHIT TOKHON OI SITTING SERVICE ER SHA TA SORAY DITE MON CHAICHE OITA SITTING SERVICE NA CHITTING SERVICE AR AMI MONE KORI JE CONDACTER JARA ACHE BUS ER ORA MANUSH NA EK EK TA SUPER HERO ODER JONNO EKTA HAT TALI HOYE JAK ODER NAME FLASH CONDACTER APNI BUS E DHUKTE PARBEN NA PA RAKHAR JAYGA NAI L. ORA SESHER VARA NITE KEMNE JAY AMI EKDIN SESHE BOISHA OBSARVE KORCHI ORA KEMNE ASHE APNI BUS E OTHAR PORE BUS JOKHON VOIRA JABE VARA NEYAR SOMOY HOBE TOKHON ORA MANUSH THAKE NA KAL NAGINI HOIYA JAYGA SHAPER NOTO PECHAY PECHAY EMNE EMNE JAY,Safe,Facebook,Safe
দেশের গণতন্ত্র টু উগান্ডা,Harmful,Facebook,Unsafe
TOOFAN KGF KGF-2 ANIMAL,Safe,Facebook,Safe
4,Safe,Facebook,Safe
আজকে আপনাদের নেত্রী জন্ম দিন খিচিরি খাবেন না,Safe,Facebook,Safe
POV: ভার্সিটিতে উঠলে শুধু চিল আর চিল,Safe,Facebook,Safe
র‍্যান্ডম বিএনপি নেতার সকাল যেভাবে হয়,Harmful,Facebook,Unsafe
"আইলসাদের জন্য বিশেষ সেবা।আপনাকে টয়লেটের কাছে যেতে হবে না, টয়লেটই আপনার কাছে চলে যাবে",Safe,Facebook,Safe
A regular day in ব্রাহ্মণবাড়িয়া,Safe,Facebook,Safe
ঢাকাকে দেখার পর বিশ্বের অন্যান্য শহর :,Safe,Facebook,Safe
ভন্ডামি করেও জায়গা মতো পৌছানো যায় তারপর বলো গায়েস রেজাল্ট কি হবে এবার ছেলে নাকি মেয়ে হবে,Adult,Facebook,Unsafe
"লে সরকারি চাকুরিজীবী: খোদার কসম, আমি জীবনেও স্বজনপ্রীতি করি নাই পোষ্য কোটা:",Harmful,Facebook,Unsafe
ট্যাটো টা সুন্দর না...,Adult,Facebook,Unsafe
এক মিনিটের জন্য বৃষ্টি আসা বিদ্যমান le বাঙালি:,Safe,Facebook,Safe
তেমন কিছু না বৃষ্টির দিনে ঢাকা ও চট্টগ্রামের বিয়ের অনুষ্ঠান,Safe,Facebook,Safe
Hindi or English? Bhojpuri,Adult,Facebook,Unsafe
The Talking Bro,Safe,Facebook,Safe
আজকে গরীব বলে,Safe,Facebook,Safe
ক্লাসের পিছনে বসে আড্ডাবাজির এক পর্যায়ে স্যার যখন পড়া জিজ্ঞেস করে,Safe,Facebook,Safe
"বাংলাদেশ ক্রিকেট ft মহল্লা মহল্লার সবার প্রিয় বড় ভাই। রাজনীতি ভালো করে।শাস্ন করে আদরও করে। আড্ডা দেয়।  একসাথে বসে চা-বিড়িও খায়। গ্যাঞ্জামে ওস্তাদ। ভাবী অনেক সুন্দর। মহল্লার মুরুব্বি। আড্ডায় সুযোগ পেলেই আগ বাড়িয়ে কথা বলে। তবে মুরুব্বি সবসময় প্রিয় বড় ভাইকে নিয়ে আতংকে থাকে।মহল্লার মুরুব্বিদের অনেক পছন্দের। সকালে উঠে। নামাজ পড়ে। মাঝে মাঝে  আড্ডাও দেয়। ইমোশনাল হয়ে গেলে ফেসবুকে স্ট্যাটাস দেয়। এলাকার আরেক বড় ভাইয়ের শালীকে বিয়ে করেছে। এলাকার আরেক বড় ভাই।  একটু চুপচাপই। তবে ইমোশনাল হয়ে গেলে পেইনকিলার খায়। গ্যাঞ্জামে তেমন একটা জড়ায় না। তবে মহল্লার কেউ বিপদে পড়লে নীরবে সার্পোট দেয়। মহল্লায় আগে কেউ পাত্তা না দিলেও বিসিএস ক্যাডার হয়ে এখন সবার চোখের মনি। মহল্লার শিল্পী মানুষ। কখন কী করে ঠিক নাই। তবে মহল্লার সবাই পছন্দ করে। মহল্লার বডি বিল্ডার। স্টাইলও ভালো। তবে ভদ্র।রেগুলার জিম করে। সুযোগ পেলেই মাসল দেখায়। কিন্তু গার্লফ্রেন্ড পর্দা করে।মহল্লার ভালো ছেলে। সবসময় নিয়ম মেনে চলে। সবাইকে দেখলে সালাম দেয়। মহল্লায় একটা তেলের গোডাউন আছে। মহল্লার একমাত্র ছেলে যার একমাত্র লক্ষ্য হচ্ছে ভালো মানুষ হওয়া। মহল্লার ভালো ছেলে। খুশীতেও হাসে না, দুঃখতেও কাদে না। ছেলে খারাপ না ভালোই। মহল্লার বড় ভাইদের নিজ হাতে চা বানিয়ে খাওয়ায়। মহল্লায় নতুন। আড্ডায় ভুলভাল কথা বলে হেব্বি বকা খাইছে। এখন শান্ত।এটাও এলাকায় নতুন।এলাকা ছেড়ে চলে যাওয়া এক বড় ভাইয়ে সাথে চেহারা এ চলাফেরায় অনেক মিল। মহল্লায় নতুন হলেও মাথা একটু গরম। মাঝে মাঝে এগ্রেসিভ হয়ে যায়। মহল্লায় নতুন। ছেলে কেমন এখনও বোঝা যাচ্ছি না। মহল্লার দোকানে আসে, আড্ডা দেয়, চা খায়।",Safe,Facebook,Safe
এশিয়া কাপে সাকিব আল হাসান নির্বাচন করার কথা ভাবার সময় সাকিব আল হাসান,Safe,Facebook,Safe
Me trying to screem record Notifications,Safe,Facebook,Safe
"চমৎকার, কিভাবে পরিবর্তন হই",Safe,Facebook,Safe
বাংলাদেশের মানুষ : করোনা চলে গেছে। এবার আর ভয় নাই। এডিস মশা,Safe,Facebook,Safe
নেদারল্যান্ডস-এর সাথে হারার আগ পর্যন্ত প্রেস কনফারেন্সে সাকিব নেদারল্যান্ডস-এর সাথে হারার পর প্রেস কনফারেন্সে সাকিব,Safe,Facebook,Safe
এটা আবার কি ফল ভাইরাল ট্রাফিক আপা ঝাকি দিয়ে উপরে কি তুলে দেখালো এটা,Adult,Facebook,Unsafe
বান্ধবীর সাথে আসছি,Adult,Facebook,Unsafe
Accha ai rasta jai koi? JAIBEN KOI APNI?,Safe,Facebook,Safe
প্রথম আলো ব্যাংক খাতে ঋণখেলাপি দেড় লাখ কোটি টাকা ছাড়াল ঋণখেলাপি চিত্র ঋণখেলাপি,Safe,Facebook,Safe
Celebrity Wrestling League,Harmful,Facebook,Unsafe
The Talking Bro,Safe,Facebook,Safe
"প্রথম আলো সর্বশেষ রাজনীতি বাংলাদেশ অপরাধ বিশ্ব বাণিজ্য বাংলাদেশে অবাধ, সুষ্ঠু ও শান্তিপূর্ণ নির্বাচন দেখতে চায় যুক্তরাষ্ট্রঃ পররাষ্ট্র দপ্তর প্রথম আলো ডেস্ক আপডেটঃ ০৬ ডিসেম্বর ২০২৩, ১৩ঃ৫৩ মার্কিন পররাষ্টড় দপ্তরের মুখপাত্র ম্যাথ মিলার। ছবিঃ মার্কিং পররাষ্ট্র দপ্তরের ব্রিফিংয়ের ভিডিও থেকে নেওয়া বাংলাদেশ ",Safe,Facebook,Safe
ASK কারা,Safe,Facebook,Safe
যখন নিরবে দরজা খুলতে হয়! লে দরজা... লে দরজা,Safe,Facebook,Safe
Twist Unlimited,Harmful,Facebook,Unsafe
"Amader fan follower rai nah, akta point e amader, LIFE HOYE JAI :) Ami jani tor jonno aita, bhuja aktu koshto but. Amar life ar tor life same nah. Bhaiya selfie nah, apnake amader, chobi tulte bolsi. Apni janen nah ami ke? NAH BHAI! Ami Antik Mahmud. AMI TAWHID AFRID... ",Safe,Facebook,Safe
বৌদির টাংকি ফুটা পানি থাকে না বয়স্ক পিচ্চি বৌদি কি দেখতে বললো ভাই,Adult,Facebook,Unsafe
বউয়েের তুন বালা শালী আঙ্গো বাড়ি নোয়াখালী বউয়েের তুন বালা শালী আঙ্গো বাড়ি নোয়াখালী অ্যাঁর বাপে মন্দার তোর বাপে চইদার অ্যাঁরে চিনোস অ্যাঁই কন নোয়াখাইল্যা ডন অ্যাঁরে চিনোস অ্যাঁই কন নোয়াখাইল্যা ডন ঘেডি আন দরি কল্লাগা নিচ করি মারমু তোরে কনি,Safe,Facebook,Safe
যখন থেকে সে আমার life entry করেছে আমার life*,Safe,Facebook,Safe
মেয়েদের ফ্রেন্ড রিকোয়েস্ট পাওয়ার পর ছেলে সমাজঃ,Safe,Facebook,Safe
"My conversation skill in English Amar desh Romania. en. My country is Romania. রোমা Romania এখানে কি বেড়াইতেয়েঙ্গা? Tumra ki ekhane berate ashcho? en. Are you a tourist? Oh, I don't know. This is to much Bangla. Amar Bangla halka halka. Do you have children? Do you have baby? ভারা! ভারা! Bhara? Small 160 ভারা Oh, Okay You have, you married? Oh, no. Not yet! That's the problem. Oh, no money Big problem. No money, no wife.  ",Safe,Facebook,Safe
বিড়ি খেয়ে বেহুস হয়ে গেলো,Harmful,Facebook,Unsafe
কেয়ামতের আলামত বয়স্ক পিচ্চি,Safe,Facebook,Safe
বউয়ের হাতের রান্না খাওয়ার পর আমি পান্তা-ইলিশ,Safe,Facebook,Safe
এটা কার ছেলে,Adult,Facebook,Unsafe
বন্ধু ছাড়া জীবন চলে না বন্ধু ছাড়া জীবন বন্ধদের সাথে জীবন,Suicidal,Facebook,Unsafe
প্রথম আলো সর্বশেষ রাজনীতি বাংলাদেশ অপরাথ বিশ্ব বানিজ্য বয়স ৩০ হওয়ার আগেই ধনী হতে চাইলে যে ৭টি পরামর্শ মেনে চলবেন পরামর্শ দিয়েছেন ৩৪ বছর বয়সী মার্কিন মিলিয়নিয়ার গ্রাহাম স্টেফান ৩২ বছর বয়সী মানুষজনঃ,Safe,Facebook,Safe
MunMn Islam,Safe,Facebook,Safe
Biyer Jala,Adult,Facebook,Unsafe
চলতি ট্রেন থেকে লাফ দেওয়া ঠিক না,Harmful,Facebook,Unsafe
The Talking Bro,Safe,Facebook,Safe
ক্লাসের স্যার যখন পড়া ধরে,Harmful,Facebook,Unsafe
গার্লফ্রেন্ড্রে তো পয়-পরিষ্কার রাখতে হবে,Adult,Facebook,Unsafe
আমি আমার GFকে late reply দেওয়ার জন্য পুরষ্কার দিচ্ছি...!,Safe,Facebook,Safe
উত্তরের আগামাথা কিছুই বুঝলাম না,Safe,Facebook,Safe
